Codigo_IBGE,UF,Padrao_Acabamento,Mes,Ano,Tipo_Projeto,Descricao,Valor_m2,Regiao
16,Amapá,Mínimo,dezembro,2025,CP.1-2Q,"Casa popular (1 pav, varanda, sala, 2 quartos)",1228.62,Norte
16,Amapá,Mínimo,dezembro,2025,CB-MMO,Cesta básica construção,1143.5,Norte
17,Tocantins,Alto,janeiro,2025,CR.1-3Q,"Casa residencial (1 pav, 3 quartos)",2172.27,Norte
17,Tocantins,Alto,janeiro,2025,PR4-3QP,Prédio residencial (4 pavimentos),1977.0,Norte
17,Tocantins,Alto,janeiro,2025,PC.12-LA,Prédio comercial (12 pavimentos),1970.7,Norte
17,Tocantins,Alto,fevereiro,2025,CR.1-3Q,"Casa residencial (1 pav, 3 quartos)",2161.51,Norte
17,Tocantins,Alto,fevereiro,2025,PR4-3QP,Prédio residencial (4 pavimentos),1981.41,Norte
17,Tocantins,Alto,fevereiro,2025,PC.12-LA,Prédio comercial (12 pavimentos),1987.37,Norte
17,Tocantins,Alto,março,2025,CR.1-3Q,"Casa residencial (1 pav, 3 quartos)",2167.58,Norte
17,Tocantins,Alto,março,2025,PR4-3QP,Prédio residencial (4 pavimentos),1982.52,Norte
17,Tocantins,Alto,março,2025,PC.12-LA,Prédio comercial (12 pavimentos),1992.89,Norte
17,Tocantins,Alto,abril,2025,CR.1-3Q,"Casa residencial (1 pav, 3 quartos)",2176.51,Norte
17,Tocantins,Alto,abril,2025,PR4-3QP,Prédio residencial (4 pavimentos),1980.51,Norte
17,Tocantins,Alto,abril,2025,PC.12-LA,Prédio comercial (12 pavimentos),1986.45,Norte
17,Tocantins,Alto,maio,2025,CR.1-3Q,"Casa residencial (1 pav, 3 quartos)",2174.77,Norte
17,Tocantins,Alto,maio,2025,PR4-3QP,Prédio residencial (4 pavimentos),1976.75,Norte
17,Tocantins,Alto,maio,2025,PC.12-LA,Prédio comercial (12 pavimentos),1988.24,Norte
17,Tocantins,Alto,junho,2025,CR.1-3Q,"Casa residencial (1 pav, 3 quartos)",2176.21,Norte
17,Tocantins,Alto,junho,2025,PR4-3QP,Prédio residencial (4 pavimentos),1980.73,Norte
17,Tocantins,Alto,junho,2025,PC.12-LA,Prédio comercial (12 pavimentos),1990.18,Norte
17,Tocantins,Alto,julho,2025,CR.1-3Q,"Casa residencial (1 pav, 3 quartos)",2189.8,Norte
17,Tocantins,Alto,julho,2025,PR4-3QP,Prédio residencial (4 pavimentos),1988.4,Norte
17,Tocantins,Alto,julho,2025,PC.12-LA,Prédio comercial (12 pavimentos),1991.33,Norte
17,Tocantins,Alto,agosto,2025,CR.1-3Q,"Casa residencial (1 pav, 3 quartos)",2192.21,Norte
17,Tocantins,Alto,agosto,2025,PR4-3QP,Prédio residencial (4 pavimentos),2000.19,Norte
17,Tocantins,Alto,agosto,2025,PC.12-LA,Prédio comercial (12 pavimentos),2006.98,Norte
17,Tocantins,Alto,setembro,2025,CR.1-3Q,"Casa residencial (1 pav, 3 quartos)",2196.7,Norte
17,Tocantins,Alto,setembro,2025,PR4-3QP,Prédio residencial (4 pavimentos),2007.1,Norte
17,Tocantins,Alto,setembro,2025,PC.12-LA,Prédio comercial (12 pavimentos),2016.08,Norte
17,Tocantins,Alto,outubro,2025,CR.1-3Q,"Casa residencial (1 pav, 3 quartos)",2213.86,Norte
17,Tocantins,Alto,outubro,2025,PR4-3QP,Prédio residencial (4 pavimentos),2020.49,Norte
17,Tocantins,Alto,outubro,2025,PC.12-LA,Prédio comercial (12 pavimentos),2026.09,Norte
17,Tocantins,Alto,novembro,2025,CR.1-3Q,"Casa residencial (1 pav, 3 quartos)",2228.48,Norte
17,Tocantins,Alto,novembro,2025,PR4-3QP,Prédio residencial (4 pavimentos),2021.92,Norte
17,Tocantins,Alto,novembro,2025,PC.12-LA,Prédio comercial (12 pavimentos),2025.62,Norte
17,Tocantins,Alto,dezembro,2025,CR.1-3Q,"Casa residencial (1 pav, 3 quartos)",2235.46,Norte
17,Tocantins,Alto,dezembro,2025,PR4-3QP,Prédio residencial (4 pavimentos),2029.64,Norte
17,Tocantins,Alto,dezembro,2025,PC.12-LA,Prédio comercial (12 pavimentos),2033.37,Norte
17,Tocantins,Normal,janeiro,2025,CP.1-2Q,"Casa popular (1 pav, varanda, sala, 2 quartos)",1918.85,Norte
17,Tocantins,Normal,janeiro,2025,CR.1-3Q,"Casa residencial (1 pav, 3 quartos)",1816.8,Norte
17,Tocantins,Normal,janeiro,2025,PR4-3QP,Prédio residencial (4 pavimentos),1582.0,Norte
17,Tocantins,Normal,janeiro,2025,PC.12-LA,Prédio comercial (12 pavimentos),1578.37,Norte
17,Tocantins,Normal,fevereiro,2025,CP.1-2Q,"Casa popular (1 pav, varanda, sala, 2 quartos)",1921.05,Norte
17,Tocantins,Normal,fevereiro,2025,CR.1-3Q,"Casa residencial (1 pav, 3 quartos)",1819.89,Norte
17,Tocantins,Normal,fevereiro,2025,PR4-3QP,Prédio residencial (4 pavimentos),1596.91,Norte
17,Tocantins,Normal,fevereiro,2025,PC.12-LA,Prédio comercial (12 pavimentos),1598.55,Norte
17,Tocantins,Normal,março,2025,CP.1-2Q,"Casa popular (1 pav, varanda, sala, 2 quartos)",1921.93,Norte
17,Tocantins,Normal,março,2025,CR.1-3Q,"Casa residencial (1 pav, 3 quartos)",1820.11,Norte
17,Tocantins,Normal,março,2025,PR4-3QP,Prédio residencial (4 pavimentos),1593.79,Norte
17,Tocantins,Normal,março,2025,PC.12-LA,Prédio comercial (12 pavimentos),1598.49,Norte
17,Tocantins,Normal,abril,2025,CP.1-2Q,"Casa popular (1 pav, varanda, sala, 2 quartos)",1926.93,Norte
17,Tocantins,Normal,abril,2025,CR.1-3Q,"Casa residencial (1 pav, 3 quartos)",1824.92,Norte
17,Tocantins,Normal,abril,2025,PR4-3QP,Prédio residencial (4 pavimentos),1591.68,Norte
17,Tocantins,Normal,abril,2025,PC.12-LA,Prédio comercial (12 pavimentos),1593.99,Norte
17,Tocantins,Normal,maio,2025,CP.1-2Q,"Casa popular (1 pav, varanda, sala, 2 quartos)",1929.95,Norte
17,Tocantins,Normal,maio,2025,CR.1-3Q,"Casa residencial (1 pav, 3 quartos)",1828.05,Norte
17,Tocantins,Normal,maio,2025,PR4-3QP,Prédio residencial (4 pavimentos),1589.37,Norte
17,Tocantins,Normal,maio,2025,PC.12-LA,Prédio comercial (12 pavimentos),1589.33,Norte
17,Tocantins,Normal,junho,2025,CP.1-2Q,"Casa popular (1 pav, varanda, sala, 2 quartos)",1925.8,Norte
17,Tocantins,Normal,junho,2025,CR.1-3Q,"Casa residencial (1 pav, 3 quartos)",1823.83,Norte
17,Tocantins,Normal,junho,2025,PR4-3QP,Prédio residencial (4 pavimentos),1586.08,Norte
17,Tocantins,Normal,junho,2025,PC.12-LA,Prédio comercial (12 pavimentos),1584.97,Norte
17,Tocantins,Normal,julho,2025,CP.1-2Q,"Casa popular (1 pav, varanda, sala, 2 quartos)",1939.38,Norte
17,Tocantins,Normal,julho,2025,CR.1-3Q,"Casa residencial (1 pav, 3 quartos)",1835.1,Norte
17,Tocantins,Normal,julho,2025,PR4-3QP,Prédio residencial (4 pavimentos),1593.32,Norte
17,Tocantins,Normal,julho,2025,PC.12-LA,Prédio comercial (12 pavimentos),1587.65,Norte
17,Tocantins,Normal,agosto,2025,CP.1-2Q,"Casa popular (1 pav, varanda, sala, 2 quartos)",1942.03,Norte
17,Tocantins,Normal,agosto,2025,CR.1-3Q,"Casa residencial (1 pav, 3 quartos)",1837.02,Norte
17,Tocantins,Normal,agosto,2025,PR4-3QP,Prédio residencial (4 pavimentos),1600.34,Norte
17,Tocantins,Normal,agosto,2025,PC.12-LA,Prédio comercial (12 pavimentos),1589.69,Norte
17,Tocantins,Normal,setembro,2025,CP.1-2Q,"Casa popular (1 pav, varanda, sala, 2 quartos)",1941.48,Norte
17,Tocantins,Normal,setembro,2025,CR.1-3Q,"Casa residencial (1 pav, 3 quartos)",1837.93,Norte
17,Tocantins,Normal,setembro,2025,PR4-3QP,Prédio residencial (4 pavimentos),1607.39,Norte
17,Tocantins,Normal,setembro,2025,PC.12-LA,Prédio comercial (12 pavimentos),1597.6,Norte
17,Tocantins,Normal,outubro,2025,CP.1-2Q,"Casa popular (1 pav, varanda, sala, 2 quartos)",1957.69,Norte
17,Tocantins,Normal,outubro,2025,CR.1-3Q,"Casa residencial (1 pav, 3 quartos)",1854.44,Norte
17,Tocantins,Normal,outubro,2025,PR4-3QP,Prédio residencial (4 pavimentos),1619.67,Norte
17,Tocantins,Normal,outubro,2025,PC.12-LA,Prédio comercial (12 pavimentos),1606.96,Norte
17,Tocantins,Normal,novembro,2025,CP.1-2Q,"Casa popular (1 pav, varanda, sala, 2 quartos)",1972.41,Norte
17,Tocantins,Normal,novembro,2025,CR.1-3Q,"Casa residencial (1 pav, 3 quartos)",1868.12,Norte
17,Tocantins,Normal,novembro,2025,PR4-3QP,Prédio residencial (4 pavimentos),1618.67,Norte
17,Tocantins,Normal,novembro,2025,PC.12-LA,Prédio comercial (12 pavimentos),1603.91,Norte
17,Tocantins,Normal,dezembro,2025,CP.1-2Q,"Casa popular (1 pav, varanda, sala, 2 quartos)",1976.82,Norte
17,Tocantins,Normal,dezembro,2025,CR.1-3Q,"Casa residencial (1 pav, 3 quartos)",1872.56,Norte
17,Tocantins,Normal,dezembro,2025,PR4-3QP,Prédio residencial (4 pavimentos),1623.85,Norte
17,Tocantins,Normal,dezembro,2025,PC.12-LA,Prédio comercial (12 pavimentos),1607.44,Norte
17,Tocantins,Baixo,janeiro,2025,CP.1-2Q,"Casa popular (1 pav, varanda, sala, 2 quartos)",1336.36,Norte
17,Tocantins,Baixo,janeiro,2025,CR.1-3Q,"Casa residencial (1 pav, 3 quartos)",1262.97,Norte
17,Tocantins,Baixo,janeiro,2025,PR4-3QP,Prédio residencial (4 pavimentos),1270.82,Norte
17,Tocantins,Baixo,fevereiro,2025,CP.1-2Q,"Casa popular (1 pav, varanda, sala, 2 quartos)",1345.92,Norte
17,Tocantins,Baixo,fevereiro,2025,CR.1-3Q,"Casa residencial (1 pav, 3 quartos)",1272.48,Norte
17,Tocantins,Baixo,fevereiro,2025,PR4-3QP,Prédio residencial (4 pavimentos),1290.89,Norte
17,Tocantins,Baixo,março,2025,CP.1-2Q,"Casa popular (1 pav, varanda, sala, 2 quartos)",1347.39,Norte
17,Tocantins,Baixo,março,2025,CR.1-3Q,"Casa residencial (1 pav, 3 quartos)",1273.36,Norte
17,Tocantins,Baixo,março,2025,PR4-3QP,Prédio residencial (4 pavimentos),1284.07,Norte
17,Tocantins,Baixo,abril,2025,CP.1-2Q,"Casa popular (1 pav, varanda, sala, 2 quartos)",1350.77,Norte
17,Tocantins,Baixo,abril,2025,CR.1-3Q,"Casa residencial (1 pav, 3 quartos)",1275.81,Norte
17,Tocantins,Baixo,abril,2025,PR4-3QP,Prédio residencial (4 pavimentos),1279.97,Norte
17,Tocantins,Baixo,maio,2025,CP.1-2Q,"Casa popular (1 pav, varanda, sala, 2 quartos)",1356.33,Norte
17,Tocantins,Baixo,maio,2025,CR.1-3Q,"Casa residencial (1 pav, 3 quartos)",1280.59,Norte
17,Tocantins,Baixo,maio,2025,PR4-3QP,Prédio residencial (4 pavimentos),1276.67,Norte
17,Tocantins,Baixo,junho,2025,CP.1-2Q,"Casa popular (1 pav, varanda, sala, 2 quartos)",1353.03,Norte
17,Tocantins,Baixo,junho,2025,CR.1-3Q,"Casa residencial (1 pav, 3 quartos)",1277.05,Norte
17,Tocantins,Baixo,junho,2025,PR4-3QP,Prédio residencial (4 pavimentos),1270.41,Norte
17,Tocantins,Baixo,julho,2025,CP.1-2Q,"Casa popular (1 pav, varanda, sala, 2 quartos)",1369.52,Norte
17,Tocantins,Baixo,julho,2025,CR.1-3Q,"Casa residencial (1 pav, 3 quartos)",1291.75,Norte
17,Tocantins,Baixo,julho,2025,PR4-3QP,Prédio residencial (4 pavimentos),1275.71,Norte
17,Tocantins,Baixo,agosto,2025,CP.1-2Q,"Casa popular (1 pav, varanda, sala, 2 quartos)",1372.11,Norte
17,Tocantins,Baixo,agosto,2025,CR.1-3Q,"Casa residencial (1 pav, 3 quartos)",1294.2,Norte
17,Tocantins,Baixo,agosto,2025,PR4-3QP,Prédio residencial (4 pavimentos),1277.17,Norte
17,Tocantins,Baixo,setembro,2025,CP.1-2Q,"Casa popular (1 pav, varanda, sala, 2 quartos)",1373.08,Norte
17,Tocantins,Baixo,setembro,2025,CR.1-3Q,"Casa residencial (1 pav, 3 quartos)",1295.8,Norte
17,Tocantins,Baixo,setembro,2025,PR4-3QP,Prédio residencial (4 pavimentos),1283.06,Norte
17,Tocantins,Baixo,outubro,2025,CP.1-2Q,"Casa popular (1 pav, varanda, sala, 2 quartos)",1384.71,Norte
17,Tocantins,Baixo,outubro,2025,CR.1-3Q,"Casa residencial (1 pav, 3 quartos)",1307.14,Norte
17,Tocantins,Baixo,outubro,2025,PR4-3QP,Prédio residencial (4 pavimentos),1292.72,Norte
17,Tocantins,Baixo,novembro,2025,CP.1-2Q,"Casa popular (1 pav, varanda, sala, 2 quartos)",1387.67,Norte
17,Tocantins,Baixo,novembro,2025,CR.1-3Q,"Casa residencial (1 pav, 3 quartos)",1309.89,Norte
17,Tocantins,Baixo,novembro,2025,PR4-3QP,Prédio residencial (4 pavimentos),1291.97,Norte
17,Tocantins,Baixo,dezembro,2025,CP.1-2Q,"Casa popular (1 pav, varanda, sala, 2 quartos)",1392.46,Norte
17,Tocantins,Baixo,dezembro,2025,CR.1-3Q,"Casa residencial (1 pav, 3 quartos)",1314.29,Norte
17,Tocantins,Baixo,dezembro,2025,PR4-3QP,Prédio residencial (4 pavimentos),1294.38,Norte
17,Tocantins,Mínimo,janeiro,2025,CP.1-2Q,"Casa popular (1 pav, varanda, sala, 2 quartos)",1160.03,Norte
17,Tocantins,Mínimo,janeiro,2025,CB-MMO,Cesta básica construção,1077.04,Norte
17,Tocantins,Mínimo,fevereiro,2025,CP.1-2Q,"Casa popular (1 pav, varanda, sala, 2 quartos)",1165.2,Norte
17,Tocantins,Mínimo,fevereiro,2025,CB-MMO,Cesta básica construção,1082.63,Norte
17,Tocantins,Mínimo,março,2025,CP.1-2Q,"Casa popular (1 pav, varanda, sala, 2 quartos)",1168.24,Norte
17,Tocantins,Mínimo,março,2025,CB-MMO,Cesta básica construção,1085.03,Norte
17,Tocantins,Mínimo,abril,2025,CP.1-2Q,"Casa popular (1 pav, varanda, sala, 2 quartos)",1168.6,Norte
17,Tocantins,Mínimo,abril,2025,CB-MMO,Cesta básica construção,1085.31,Norte
17,Tocantins,Mínimo,maio,2025,CP.1-2Q,"Casa popular (1 pav, varanda, sala, 2 quartos)",1176.39,Norte
17,Tocantins,Mínimo,maio,2025,CB-MMO,Cesta básica construção,1092.86,Norte
17,Tocantins,Mínimo,junho,2025,CP.1-2Q,"Casa popular (1 pav, varanda, sala, 2 quartos)",1173.27,Norte
17,Tocantins,Mínimo,junho,2025,CB-MMO,Cesta básica construção,1091.29,Norte
17,Tocantins,Mínimo,julho,2025,CP.1-2Q,"Casa popular (1 pav, varanda, sala, 2 quartos)",1189.67,Norte
17,Tocantins,Mínimo,julho,2025,CB-MMO,Cesta básica construção,1107.81,Norte
17,Tocantins,Mínimo,agosto,2025,CP.1-2Q,"Casa popular (1 pav, varanda, sala, 2 quartos)",1192.15,Norte
17,Tocantins,Mínimo,agosto,2025,CB-MMO,Cesta básica construção,1109.22,Norte
17,Tocantins,Mínimo,setembro,2025,CP.1-2Q,"Casa popular (1 pav, varanda, sala, 2 quartos)",1190.72,Norte
17,Tocantins,Mínimo,setembro,2025,CB-MMO,Cesta básica construção,1111.53,Norte
17,Tocantins,Mínimo,outubro,2025,CP.1-2Q,"Casa popular (1 pav, varanda, sala, 2 quartos)",1198.34,Norte
17,Tocantins,Mínimo,outubro,2025,CB-MMO,Cesta básica construção,1116.52,Norte
17,Tocantins,Mínimo,novembro,2025,CP.1-2Q,"Casa popular (1 pav, varanda, sala, 2 quartos)",1203.22,Norte
17,Tocantins,Mínimo,novembro,2025,CB-MMO,Cesta básica construção,1119.98,Norte
17,Tocantins,Mínimo,dezembro,2025,CP.1-2Q,"Casa popular (1 pav, varanda, sala, 2 quartos)",1207.28,Norte
17,Tocantins,Mínimo,dezembro,2025,CB-MMO,Cesta básica construção,1122.87,Norte
21,Maranhão,Alto,janeiro,2025,CR.1-3Q,"Casa residencial (1 pav, 3 quartos)",2076.62,Nordeste
21,Maranhão,Alto,janeiro,2025,PR4-3QP,Prédio residencial (4 pavimentos),1872.03,Nordeste
21,Maranhão,Alto,janeiro,2025,PC.12-LA,Prédio comercial (12 pavimentos),1900.21,Nordeste
21,Maranhão,Alto,fevereiro,2025,CR.1-3Q,"Casa residencial (1 pav, 3 quartos)",2060.77,Nordeste
21,Maranhão,Alto,fevereiro,2025,PR4-3QP,Prédio residencial (4 pavimentos),1858.24,Nordeste
21,Maranhão,Alto,fevereiro,2025,PC.12-LA,Prédio comercial (12 pavimentos),1898.15,Nordeste
21,Maranhão,Alto,março,2025,CR.1-3Q,"Casa residencial (1 pav, 3 quartos)",2068.29,Nordeste
21,Maranhão,Alto,março,2025,PR4-3QP,Prédio residencial (4 pavimentos),1864.77,Nordeste
21,Maranhão,Alto,março,2025,PC.12-LA,Prédio comercial (12 pavimentos),1902.65,Nordeste
21,Maranhão,Alto,abril,2025,CR.1-3Q,"Casa residencial (1 pav, 3 quartos)",2073.35,Nordeste
21,Maranhão,Alto,abril,2025,PR4-3QP,Prédio residencial (4 pavimentos),1883.34,Nordeste
21,Maranhão,Alto,abril,2025,PC.12-LA,Prédio comercial (12 pavimentos),1917.31,Nordeste
21,Maranhão,Alto,maio,2025,CR.1-3Q,"Casa residencial (1 pav, 3 quartos)",2079.65,Nordeste
21,Maranhão,Alto,maio,2025,PR4-3QP,Prédio residencial (4 pavimentos),1872.08,Nordeste
21,Maranhão,Alto,maio,2025,PC.12-LA,Prédio comercial (12 pavimentos),1906.14,Nordeste
21,Maranhão,Alto,junho,2025,CR.1-3Q,"Casa residencial (1 pav, 3 quartos)",2130.63,Nordeste
21,Maranhão,Alto,junho,2025,PR4-3QP,Prédio residencial (4 pavimentos),1903.44,Nordeste
21,Maranhão,Alto,junho,2025,PC.12-LA,Prédio comercial (12 pavimentos),1925.71,Nordeste
21,Maranhão,Alto,julho,2025,CR.1-3Q,"Casa residencial (1 pav, 3 quartos)",2144.91,Nordeste
21,Maranhão,Alto,julho,2025,PR4-3QP,Prédio residencial (4 pavimentos),1906.32,Nordeste
21,Maranhão,Alto,julho,2025,PC.12-LA,Prédio comercial (12 pavimentos),1926.48,Nordeste
21,Maranhão,Alto,agosto,2025,CR.1-3Q,"Casa residencial (1 pav, 3 quartos)",2150.94,Nordeste
21,Maranhão,Alto,agosto,2025,PR4-3QP,Prédio residencial (4 pavimentos),1914.25,Nordeste
21,Maranhão,Alto,agosto,2025,PC.12-LA,Prédio comercial (12 pavimentos),1939.06,Nordeste
21,Maranhão,Alto,setembro,2025,CR.1-3Q,"Casa residencial (1 pav, 3 quartos)",2157.93,Nordeste
21,Maranhão,Alto,setembro,2025,PR4-3QP,Prédio residencial (4 pavimentos),1915.51,Nordeste
21,Maranhão,Alto,setembro,2025,PC.12-LA,Prédio comercial (12 pavimentos),1933.19,Nordeste
21,Maranhão,Alto,outubro,2025,CR.1-3Q,"Casa residencial (1 pav, 3 quartos)",2173.31,Nordeste
21,Maranhão,Alto,outubro,2025,PR4-3QP,Prédio residencial (4 pavimentos),1923.56,Nordeste
21,Maranhão,Alto,outubro,2025,PC.12-LA,Prédio comercial (12 pavimentos),1929.66,Nordeste
21,Maranhão,Alto,novembro,2025,CR.1-3Q,"Casa residencial (1 pav, 3 quartos)",2183.1,Nordeste
21,Maranhão,Alto,novembro,2025,PR4-3QP,Prédio residencial (4 pavimentos),1945.84,Nordeste
21,Maranhão,Alto,novembro,2025,PC.12-LA,Prédio comercial (12 pavimentos),1960.07,Nordeste
21,Maranhão,Alto,dezembro,2025,CR.1-3Q,"Casa residencial (1 pav, 3 quartos)",2186.73,Nordeste
21,Maranhão,Alto,dezembro,2025,PR4-3QP,Prédio residencial (4 pavimentos),1954.38,Nordeste
21,Maranhão,Alto,dezembro,2025,PC.12-LA,Prédio comercial (12 pavimentos),1958.33,Nordeste
21,Maranhão,Normal,janeiro,2025,CP.1-2Q,"Casa popular (1 pav, varanda, sala, 2 quartos)",1821.84,Nordeste
21,Maranhão,Normal,janeiro,2025,CR.1-3Q,"Casa residencial (1 pav, 3 quartos)",1732.04,Nordeste
21,Maranhão,Normal,janeiro,2025,PR4-3QP,Prédio residencial (4 pavimentos),1507.1,Nordeste
21,Maranhão,Normal,janeiro,2025,PC.12-LA,Prédio comercial (12 pavimentos),1543.21,Nordeste
21,Maranhão,Normal,fevereiro,2025,CP.1-2Q,"Casa popular (1 pav, varanda, sala, 2 quartos)",1815.87,Nordeste
21,Maranhão,Normal,fevereiro,2025,CR.1-3Q,"Casa residencial (1 pav, 3 quartos)",1726.02,Nordeste
21,Maranhão,Normal,fevereiro,2025,PR4-3QP,Prédio residencial (4 pavimentos),1506.63,Nordeste
21,Maranhão,Normal,fevereiro,2025,PC.12-LA,Prédio comercial (12 pavimentos),1542.62,Nordeste
21,Maranhão,Normal,março,2025,CP.1-2Q,"Casa popular (1 pav, varanda, sala, 2 quartos)",1822.39,Nordeste
21,Maranhão,Normal,março,2025,CR.1-3Q,"Casa residencial (1 pav, 3 quartos)",1732.24,Nordeste
21,Maranhão,Normal,março,2025,PR4-3QP,Prédio residencial (4 pavimentos),1511.58,Nordeste
21,Maranhão,Normal,março,2025,PC.12-LA,Prédio comercial (12 pavimentos),1546.4,Nordeste
21,Maranhão,Normal,abril,2025,CP.1-2Q,"Casa popular (1 pav, varanda, sala, 2 quartos)",1823.52,Nordeste
21,Maranhão,Normal,abril,2025,CR.1-3Q,"Casa residencial (1 pav, 3 quartos)",1733.92,Nordeste
21,Maranhão,Normal,abril,2025,PR4-3QP,Prédio residencial (4 pavimentos),1519.02,Nordeste
21,Maranhão,Normal,abril,2025,PC.12-LA,Prédio comercial (12 pavimentos),1556.18,Nordeste
21,Maranhão,Normal,maio,2025,CP.1-2Q,"Casa popular (1 pav, varanda, sala, 2 quartos)",1831.42,Nordeste
21,Maranhão,Normal,maio,2025,CR.1-3Q,"Casa residencial (1 pav, 3 quartos)",1741.61,Nordeste
21,Maranhão,Normal,maio,2025,PR4-3QP,Prédio residencial (4 pavimentos),1520.06,Nordeste
21,Maranhão,Normal,maio,2025,PC.12-LA,Prédio comercial (12 pavimentos),1549.09,Nordeste
21,Maranhão,Normal,junho,2025,CP.1-2Q,"Casa popular (1 pav, varanda, sala, 2 quartos)",1870.81,Nordeste
21,Maranhão,Normal,junho,2025,CR.1-3Q,"Casa residencial (1 pav, 3 quartos)",1779.07,Nordeste
21,Maranhão,Normal,junho,2025,PR4-3QP,Prédio residencial (4 pavimentos),1540.6,Nordeste
21,Maranhão,Normal,junho,2025,PC.12-LA,Prédio comercial (12 pavimentos),1565.87,Nordeste
21,Maranhão,Normal,julho,2025,CP.1-2Q,"Casa popular (1 pav, varanda, sala, 2 quartos)",1884.74,Nordeste
21,Maranhão,Normal,julho,2025,CR.1-3Q,"Casa residencial (1 pav, 3 quartos)",1792.99,Nordeste
21,Maranhão,Normal,julho,2025,PR4-3QP,Prédio residencial (4 pavimentos),1544.87,Nordeste
21,Maranhão,Normal,julho,2025,PC.12-LA,Prédio comercial (12 pavimentos),1567.83,Nordeste
21,Maranhão,Normal,agosto,2025,CP.1-2Q,"Casa popular (1 pav, varanda, sala, 2 quartos)",1888.61,Nordeste
21,Maranhão,Normal,agosto,2025,CR.1-3Q,"Casa residencial (1 pav, 3 quartos)",1795.36,Nordeste
21,Maranhão,Normal,agosto,2025,PR4-3QP,Prédio residencial (4 pavimentos),1549.01,Nordeste
21,Maranhão,Normal,agosto,2025,PC.12-LA,Prédio comercial (12 pavimentos),1572.83,Nordeste
21,Maranhão,Normal,setembro,2025,CP.1-2Q,"Casa popular (1 pav, varanda, sala, 2 quartos)",1895.2,Nordeste
21,Maranhão,Normal,setembro,2025,CR.1-3Q,"Casa residencial (1 pav, 3 quartos)",1801.39,Nordeste
21,Maranhão,Normal,setembro,2025,PR4-3QP,Prédio residencial (4 pavimentos),1547.14,Nordeste
21,Maranhão,Normal,setembro,2025,PC.12-LA,Prédio comercial (12 pavimentos),1566.75,Nordeste
21,Maranhão,Normal,outubro,2025,CP.1-2Q,"Casa popular (1 pav, varanda, sala, 2 quartos)",1905.55,Nordeste
21,Maranhão,Normal,outubro,2025,CR.1-3Q,"Casa residencial (1 pav, 3 quartos)",1812.04,Nordeste
21,Maranhão,Normal,outubro,2025,PR4-3QP,Prédio residencial (4 pavimentos),1550.9,Nordeste
21,Maranhão,Normal,outubro,2025,PC.12-LA,Prédio comercial (12 pavimentos),1567.59,Nordeste
21,Maranhão,Normal,novembro,2025,CP.1-2Q,"Casa popular (1 pav, varanda, sala, 2 quartos)",1912.44,Nordeste
21,Maranhão,Normal,novembro,2025,CR.1-3Q,"Casa residencial (1 pav, 3 quartos)",1818.96,Nordeste
21,Maranhão,Normal,novembro,2025,PR4-3QP,Prédio residencial (4 pavimentos),1563.34,Nordeste
21,Maranhão,Normal,novembro,2025,PC.12-LA,Prédio comercial (12 pavimentos),1586.79,Nordeste
21,Maranhão,Normal,dezembro,2025,CP.1-2Q,"Casa popular (1 pav, varanda, sala, 2 quartos)",1913.11,Nordeste
21,Maranhão,Normal,dezembro,2025,CR.1-3Q,"Casa residencial (1 pav, 3 quartos)",1818.44,Nordeste
21,Maranhão,Normal,dezembro,2025,PR4-3QP,Prédio residencial (4 pavimentos),1565.78,Nordeste
21,Maranhão,Normal,dezembro,2025,PC.12-LA,Prédio comercial (12 pavimentos),1587.78,Nordeste
21,Maranhão,Baixo,janeiro,2025,CP.1-2Q,"Casa popular (1 pav, varanda, sala, 2 quartos)",1321.17,Nordeste
21,Maranhão,Baixo,janeiro,2025,CR.1-3Q,"Casa residencial (1 pav, 3 quartos)",1249.94,Nordeste
21,Maranhão,Baixo,janeiro,2025,PR4-3QP,Prédio residencial (4 pavimentos),1234.75,Nordeste
21,Maranhão,Baixo,fevereiro,2025,CP.1-2Q,"Casa popular (1 pav, varanda, sala, 2 quartos)",1321.19,Nordeste
21,Maranhão,Baixo,fevereiro,2025,CR.1-3Q,"Casa residencial (1 pav, 3 quartos)",1249.38,Nordeste
21,Maranhão,Baixo,fevereiro,2025,PR4-3QP,Prédio residencial (4 pavimentos),1233.07,Nordeste
21,Maranhão,Baixo,março,2025,CP.1-2Q,"Casa popular (1 pav, varanda, sala, 2 quartos)",1326.37,Nordeste
21,Maranhão,Baixo,março,2025,CR.1-3Q,"Casa residencial (1 pav, 3 quartos)",1254.43,Nordeste
21,Maranhão,Baixo,março,2025,PR4-3QP,Prédio residencial (4 pavimentos),1237.14,Nordeste
21,Maranhão,Baixo,abril,2025,CP.1-2Q,"Casa popular (1 pav, varanda, sala, 2 quartos)",1325.58,Nordeste
21,Maranhão,Baixo,abril,2025,CR.1-3Q,"Casa residencial (1 pav, 3 quartos)",1253.85,Nordeste
21,Maranhão,Baixo,abril,2025,PR4-3QP,Prédio residencial (4 pavimentos),1243.19,Nordeste
21,Maranhão,Baixo,maio,2025,CP.1-2Q,"Casa popular (1 pav, varanda, sala, 2 quartos)",1330.88,Nordeste
21,Maranhão,Baixo,maio,2025,CR.1-3Q,"Casa residencial (1 pav, 3 quartos)",1259.04,Nordeste
21,Maranhão,Baixo,maio,2025,PR4-3QP,Prédio residencial (4 pavimentos),1239.97,Nordeste
